"Numri i përgjithshëm i studentëve në nivelin bachelor në vitin 2015-2018,Fakulteti për Siguri Publike-Vushtrri"

"viti";"programi i studimit";"I-rë Femra";"I-rë Male";"I-rë Gjithsej";"II-të Femra";"II-të Male";"II-të Gjithsej";"III-të Femra";"III-të Male";"III-të Gjithsej";"VI-të Femra";"VI-të Male";"VI-të Gjithsej"
"2017/2018";"Siguri Publike";6;56;62;5;50;55;7;55;62;-;-;-
