"Numri i përgjithshëm i studentëve në nivelin bachelor në Fakultetin e studimeve islame, 2015-2018"

"viti";"programi i studimit";"Viti i I-rë Femra";"Viti i I-rë Meshkuj";"Viti i I-rë Gjithsej";"Viti I II Femra";"Viti I II Meshkuj";"Viti I II Gjithsej";"Viti I III Femra";"Viti I III Meshkuj";"Viti I III Gjithsej";"Viti I IV Femra";"Viti I IV Meshkuj";"Viti I IV Gjithsej";"Viti i V -të Femra";"Viti i V -të Meshkuj";"Viti i V -të Gjithsej"
"2017/2018";"Teologji Islame";40;78;118;40;45;85;41;58;99;23;30;53;-;-;-
